 ,Label,Area,Mean,StdDev,Mode,Min,Max,MinThr,MaxThr,Filename
1,Tiff files - May2025 - Copy0006.tif,8916,295.716,72.495,334,154,492,154,65535,Tiff files - May2025 - Copy0006.tif
2,tiff_images_copy0000.tif,27246,169.614,43.653,176,91,340,91,65535,tiff_images_copy0000.tif
3,tiff_images_copy0001.tif,27342,468.030,108.935,503,244,799,244,65535,tiff_images_copy0001.tif
4,tiff_images_copy0002.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0002.tif
5,tiff_images_copy0003.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0003.tif
6,tiff_images_copy0004.tif,27246,169.614,43.653,176,91,340,91,65535,tiff_images_copy0004.tif
7,tiff_images_copy0005.tif,27342,468.030,108.935,503,244,799,244,65535,tiff_images_copy0005.tif
8,tiff_images_copy0006.tif,33538,186.456,40.952,202,100,334,100,65535,tiff_images_copy0006.tif
9,tiff_images_copy0007.tif,32393,435.062,92.860,469,229,695,229,65535,tiff_images_copy0007.tif
10,tiff_images_copy0008.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0008.tif
11,tiff_images_copy0009.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0009.tif
12,tiff_images_copy0010.tif,33538,186.456,40.952,202,100,334,100,65535,tiff_images_copy0010.tif
13,tiff_images_copy0011.tif,32393,435.062,92.860,469,229,695,229,65535,tiff_images_copy0011.tif
14,tiff_images_copy0012.tif,12565,165.503,39.553,163,88,270,88,65535,tiff_images_copy0012.tif
15,tiff_images_copy0013.tif,12402,442.133,101.825,511,230,715,230,65535,tiff_images_copy0013.tif
16,tiff_images_copy0014.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0014.tif
17,tiff_images_copy0015.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0015.tif
18,tiff_images_copy0016.tif,12565,165.503,39.553,163,88,270,88,65535,tiff_images_copy0016.tif
19,tiff_images_copy0017.tif,12402,442.133,101.825,511,230,715,230,65535,tiff_images_copy0017.tif
20,tiff_images_copy0018.tif,12734,163.437,38.108,172,87,277,87,65535,tiff_images_copy0018.tif
21,tiff_images_copy0019.tif,12361,430.500,97.458,417,224,688,224,65535,tiff_images_copy0019.tif
22,tiff_images_copy0020.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0020.tif
23,tiff_images_copy0021.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0021.tif
24,tiff_images_copy0022.tif,12734,163.437,38.108,172,87,277,87,65535,tiff_images_copy0022.tif
25,tiff_images_copy0023.tif,12361,430.500,97.458,417,224,688,224,65535,tiff_images_copy0023.tif
26,tiff_images_copy0024.tif,49383,203.585,49.819,217,108,341,108,65535,tiff_images_copy0024.tif
27,tiff_images_copy0025.tif,47945,489.756,113.606,567,258,783,258,65535,tiff_images_copy0025.tif
28,tiff_images_copy0026.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0026.tif
29,tiff_images_copy0027.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0027.tif
30,tiff_images_copy0028.tif,49383,203.585,49.819,217,108,341,108,65535,tiff_images_copy0028.tif
31,tiff_images_copy0029.tif,47945,489.756,113.606,567,258,783,258,65535,tiff_images_copy0029.tif
32,tiff_images_copy0030.tif,49446,191.975,41.121,217,102,311,102,65535,tiff_images_copy0030.tif
33,tiff_images_copy0031.tif,48275,469.866,103.835,542,246,722,246,65535,tiff_images_copy0031.tif
34,tiff_images_copy0032.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0032.tif
35,tiff_images_copy0033.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0033.tif
36,tiff_images_copy0034.tif,49446,191.975,41.121,217,102,311,102,65535,tiff_images_copy0034.tif
37,tiff_images_copy0035.tif,48275,469.866,103.835,542,246,722,246,65535,tiff_images_copy0035.tif
38,tiff_images_copy0036.tif,19451,183.730,41.148,209,97,275,97,65535,tiff_images_copy0036.tif
39,tiff_images_copy0037.tif,19346,477.961,110.966,488,247,708,247,65535,tiff_images_copy0037.tif
40,tiff_images_copy0038.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0038.tif
41,tiff_images_copy0039.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0039.tif
42,tiff_images_copy0040.tif,19451,183.730,41.148,209,97,275,97,65535,tiff_images_copy0040.tif
43,tiff_images_copy0041.tif,19346,477.961,110.966,488,247,708,247,65535,tiff_images_copy0041.tif
44,tiff_images_copy0042.tif,19320,199.283,44.908,220,106,317,106,65535,tiff_images_copy0042.tif
45,tiff_images_copy0043.tif,18819,470.871,107.159,533,243,739,243,65535,tiff_images_copy0043.tif
46,tiff_images_copy0044.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0044.tif
47,tiff_images_copy0045.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0045.tif
48,tiff_images_copy0046.tif,19320,199.283,44.908,220,106,317,106,65535,tiff_images_copy0046.tif
49,tiff_images_copy0047.tif,18819,470.871,107.159,533,243,739,243,65535,tiff_images_copy0047.tif
50,tiff_images_copy0048.tif,28361,213.718,52.583,178,114,362,114,65535,tiff_images_copy0048.tif
51,tiff_images_copy0049.tif,27749,497.820,123.048,596,259,796,259,65535,tiff_images_copy0049.tif
52,tiff_images_copy0050.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0050.tif
53,tiff_images_copy0051.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0051.tif
54,tiff_images_copy0052.tif,28361,213.718,52.583,178,114,362,114,65535,tiff_images_copy0052.tif
55,tiff_images_copy0053.tif,27749,497.820,123.048,596,259,796,259,65535,tiff_images_copy0053.tif
56,tiff_images_copy0054.tif,28929,228.891,49.866,253,120,365,120,65535,tiff_images_copy0054.tif
57,tiff_images_copy0055.tif,28274,500.578,110.887,539,259,787,259,65535,tiff_images_copy0055.tif
58,tiff_images_copy0056.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0056.tif
59,tiff_images_copy0057.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0057.tif
60,tiff_images_copy0058.tif,28929,228.891,49.866,253,120,365,120,65535,tiff_images_copy0058.tif
61,tiff_images_copy0059.tif,28274,500.578,110.887,539,259,787,259,65535,tiff_images_copy0059.tif
62,tiff_images_copy0060.tif,34902,179.703,38.954,205,96,301,96,65535,tiff_images_copy0060.tif
63,tiff_images_copy0061.tif,33685,489.742,109.049,568,256,751,256,65535,tiff_images_copy0061.tif
64,tiff_images_copy0062.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0062.tif
65,tiff_images_copy0063.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0063.tif
66,tiff_images_copy0064.tif,34902,179.703,38.954,205,96,301,96,65535,tiff_images_copy0064.tif
67,tiff_images_copy0065.tif,33685,489.742,109.049,568,256,751,256,65535,tiff_images_copy0065.tif
68,tiff_images_copy0066.tif,32197,209.235,46.745,202,111,350,111,65535,tiff_images_copy0066.tif
69,tiff_images_copy0067.tif,32138,437.118,101.116,439,229,720,229,65535,tiff_images_copy0067.tif
70,tiff_images_copy0068.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0068.tif
71,tiff_images_copy0069.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0069.tif
72,tiff_images_copy0070.tif,32197,209.235,46.745,202,111,350,111,65535,tiff_images_copy0070.tif
73,tiff_images_copy0071.tif,32138,437.118,101.116,439,229,720,229,65535,tiff_images_copy0071.tif
74,tiff_images_copy0072.tif,53027,245.623,40.046,261,132,346,132,65535,tiff_images_copy0072.tif
75,tiff_images_copy0073.tif,52832,542.541,89.718,579,287,762,287,65535,tiff_images_copy0073.tif
76,tiff_images_copy0074.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0074.tif
77,tiff_images_copy0075.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0075.tif
78,tiff_images_copy0076.tif,53027,245.623,40.046,261,132,346,132,65535,tiff_images_copy0076.tif
79,tiff_images_copy0077.tif,52832,542.541,89.718,579,287,762,287,65535,tiff_images_copy0077.tif
80,tiff_images_copy0078.tif,44905,214.081,42.850,217,115,336,115,65535,tiff_images_copy0078.tif
81,tiff_images_copy0079.tif,44328,458.634,92.829,518,241,707,241,65535,tiff_images_copy0079.tif
82,tiff_images_copy0080.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0080.tif
83,tiff_images_copy0081.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0081.tif
84,tiff_images_copy0082.tif,44905,214.081,42.850,217,115,336,115,65535,tiff_images_copy0082.tif
85,tiff_images_copy0083.tif,44328,458.634,92.829,518,241,707,241,65535,tiff_images_copy0083.tif
86,tiff_images_copy0084.tif,22206,187.439,41.455,192,100,283,100,65535,tiff_images_copy0084.tif
87,tiff_images_copy0085.tif,22024,437.275,95.822,535,227,643,227,65535,tiff_images_copy0085.tif
88,tiff_images_copy0086.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0086.tif
89,tiff_images_copy0087.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0087.tif
90,tiff_images_copy0088.tif,22206,187.439,41.455,192,100,283,100,65535,tiff_images_copy0088.tif
91,tiff_images_copy0089.tif,22024,437.275,95.822,535,227,643,227,65535,tiff_images_copy0089.tif
92,tiff_images_copy0090.tif,26983,179.601,37.975,197,96,272,96,65535,tiff_images_copy0090.tif
93,tiff_images_copy0091.tif,26213,425.832,85.659,502,223,617,223,65535,tiff_images_copy0091.tif
94,tiff_images_copy0092.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0092.tif
95,tiff_images_copy0093.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0093.tif
96,tiff_images_copy0094.tif,26983,179.601,37.975,197,96,272,96,65535,tiff_images_copy0094.tif
97,tiff_images_copy0095.tif,26213,425.832,85.659,502,223,617,223,65535,tiff_images_copy0095.tif
98,tiff_images_copy0096.tif,28204,188.403,56.194,184,99,396,99,65535,tiff_images_copy0096.tif
99,tiff_images_copy0097.tif,28015,424.182,111.528,446,221,793,221,65535,tiff_images_copy0097.tif
100,tiff_images_copy0098.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0098.tif
101,tiff_images_copy0099.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0099.tif
102,tiff_images_copy0100.tif,28204,188.403,56.194,184,99,396,99,65535,tiff_images_copy0100.tif
103,tiff_images_copy0101.tif,28015,424.182,111.528,446,221,793,221,65535,tiff_images_copy0101.tif
104,tiff_images_copy0102.tif,27547,170.942,47.496,155,91,394,91,65535,tiff_images_copy0102.tif
105,tiff_images_copy0103.tif,27121,389.353,101.204,371,204,777,204,65535,tiff_images_copy0103.tif
106,tiff_images_copy0104.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0104.tif
107,tiff_images_copy0105.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0105.tif
108,tiff_images_copy0106.tif,27547,170.942,47.496,155,91,394,91,65535,tiff_images_copy0106.tif
109,tiff_images_copy0107.tif,27121,389.353,101.204,371,204,777,204,65535,tiff_images_copy0107.tif
110,tiff_images_copy0108.tif,31474,145.032,33.693,162,79,260,79,65535,tiff_images_copy0108.tif
111,tiff_images_copy0109.tif,30452,378.928,93.192,460,197,637,197,65535,tiff_images_copy0109.tif
112,tiff_images_copy0110.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0110.tif
113,tiff_images_copy0111.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0111.tif
114,tiff_images_copy0112.tif,31474,145.032,33.693,162,79,260,79,65535,tiff_images_copy0112.tif
115,tiff_images_copy0113.tif,30452,378.928,93.192,460,197,637,197,65535,tiff_images_copy0113.tif
116,tiff_images_copy0114.tif,32679,184.904,36.167,206,98,287,98,65535,tiff_images_copy0114.tif
117,tiff_images_copy0115.tif,32325,405.592,79.092,448,211,617,211,65535,tiff_images_copy0115.tif
118,tiff_images_copy0116.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0116.tif
119,tiff_images_copy0117.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0117.tif
120,tiff_images_copy0118.tif,32679,184.904,36.167,206,98,287,98,65535,tiff_images_copy0118.tif
121,tiff_images_copy0119.tif,32325,405.592,79.092,448,211,617,211,65535,tiff_images_copy0119.tif
122,tiff_images_copy0120.tif,35015,157.391,36.409,170,84,261,84,65535,tiff_images_copy0120.tif
123,tiff_images_copy0121.tif,34667,363.166,83.576,396,189,589,189,65535,tiff_images_copy0121.tif
124,tiff_images_copy0122.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0122.tif
125,tiff_images_copy0123.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0123.tif
126,tiff_images_copy0124.tif,35015,157.391,36.409,170,84,261,84,65535,tiff_images_copy0124.tif
127,tiff_images_copy0125.tif,34667,363.166,83.576,396,189,589,189,65535,tiff_images_copy0125.tif
128,tiff_images_copy0126.tif,27928,151.278,40.056,182,81,332,81,65535,tiff_images_copy0126.tif
129,tiff_images_copy0127.tif,26852,351.303,93.524,415,184,710,184,65535,tiff_images_copy0127.tif
130,tiff_images_copy0128.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0128.tif
131,tiff_images_copy0129.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0129.tif
132,tiff_images_copy0130.tif,27928,151.278,40.056,182,81,332,81,65535,tiff_images_copy0130.tif
133,tiff_images_copy0131.tif,26852,351.303,93.524,415,184,710,184,65535,tiff_images_copy0131.tif
134,tiff_images_copy0132.tif,30751,195.221,32.987,217,103,266,103,65535,tiff_images_copy0132.tif
135,tiff_images_copy0133.tif,30852,451.398,75.407,494,234,604,234,65535,tiff_images_copy0133.tif
136,tiff_images_copy0134.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0134.tif
137,tiff_images_copy0135.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0135.tif
138,tiff_images_copy0136.tif,30751,195.221,32.987,217,103,266,103,65535,tiff_images_copy0136.tif
139,tiff_images_copy0137.tif,30852,451.398,75.407,494,234,604,234,65535,tiff_images_copy0137.tif
140,tiff_images_copy0138.tif,29387,183.786,33.097,205,97,269,97,65535,tiff_images_copy0138.tif
141,tiff_images_copy0139.tif,29167,441.303,82.244,430,229,642,229,65535,tiff_images_copy0139.tif
142,tiff_images_copy0140.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0140.tif
143,tiff_images_copy0141.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0141.tif
144,tiff_images_copy0142.tif,29387,183.786,33.097,205,97,269,97,65535,tiff_images_copy0142.tif
145,tiff_images_copy0143.tif,29167,441.303,82.244,430,229,642,229,65535,tiff_images_copy0143.tif
146,tiff_images_copy0144.tif,26636,170.578,30.656,172,91,258,91,65535,tiff_images_copy0144.tif
147,tiff_images_copy0145.tif,26285,438.389,75.657,441,228,632,228,65535,tiff_images_copy0145.tif
148,tiff_images_copy0146.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0146.tif
149,tiff_images_copy0147.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0147.tif
150,tiff_images_copy0148.tif,26636,170.578,30.656,172,91,258,91,65535,tiff_images_copy0148.tif
151,tiff_images_copy0149.tif,26285,438.389,75.657,441,228,632,228,65535,tiff_images_copy0149.tif
152,tiff_images_copy0150.tif,21244,177.971,32.065,192,95,257,95,65535,tiff_images_copy0150.tif
153,tiff_images_copy0151.tif,21209,426.108,73.950,494,222,549,222,65535,tiff_images_copy0151.tif
154,tiff_images_copy0152.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0152.tif
155,tiff_images_copy0153.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0153.tif
156,tiff_images_copy0154.tif,21244,177.971,32.065,192,95,257,95,65535,tiff_images_copy0154.tif
157,tiff_images_copy0155.tif,21209,426.108,73.950,494,222,549,222,65535,tiff_images_copy0155.tif
158,tiff_images_copy0156.tif,31419,147.685,33.269,168,80,309,80,65535,tiff_images_copy0156.tif
159,tiff_images_copy0157.tif,29744,341.409,74.031,395,180,534,180,65535,tiff_images_copy0157.tif
160,tiff_images_copy0158.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0158.tif
161,tiff_images_copy0159.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0159.tif
162,tiff_images_copy0160.tif,31419,147.685,33.269,168,80,309,80,65535,tiff_images_copy0160.tif
163,tiff_images_copy0161.tif,29744,341.409,74.031,395,180,534,180,65535,tiff_images_copy0161.tif
164,tiff_images_copy0162.tif,22152,152.621,31.977,176,81,225,81,65535,tiff_images_copy0162.tif
165,tiff_images_copy0163.tif,21098,364.090,71.065,396,190,521,190,65535,tiff_images_copy0163.tif
166,tiff_images_copy0164.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0164.tif
167,tiff_images_copy0165.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0165.tif
168,tiff_images_copy0166.tif,22152,152.621,31.977,176,81,225,81,65535,tiff_images_copy0166.tif
169,tiff_images_copy0167.tif,21098,364.090,71.065,396,190,521,190,65535,tiff_images_copy0167.tif
170,tiff_images_copy0168.tif,27125,137.048,27.133,143,73,221,73,65535,tiff_images_copy0168.tif
171,tiff_images_copy0169.tif,27141,356.919,71.234,379,186,545,186,65535,tiff_images_copy0169.tif
172,tiff_images_copy0170.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0170.tif
173,tiff_images_copy0171.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0171.tif
174,tiff_images_copy0172.tif,27125,137.048,27.133,143,73,221,73,65535,tiff_images_copy0172.tif
175,tiff_images_copy0173.tif,27141,356.919,71.234,379,186,545,186,65535,tiff_images_copy0173.tif
176,tiff_images_copy0174.tif,23958,153.364,29.668,165,81,221,81,65535,tiff_images_copy0174.tif
177,tiff_images_copy0175.tif,24181,349.090,65.133,376,182,494,182,65535,tiff_images_copy0175.tif
178,tiff_images_copy0176.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0176.tif
179,tiff_images_copy0177.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0177.tif
180,tiff_images_copy0178.tif,23958,153.364,29.668,165,81,221,81,65535,tiff_images_copy0178.tif
181,tiff_images_copy0179.tif,24181,349.090,65.133,376,182,494,182,65535,tiff_images_copy0179.tif
182,tiff_images_copy0180.tif,23749,178.199,38.857,155,95,288,95,65535,tiff_images_copy0180.tif
183,tiff_images_copy0181.tif,23392,477.099,107.735,564,248,727,248,65535,tiff_images_copy0181.tif
184,tiff_images_copy0182.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0182.tif
185,tiff_images_copy0183.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0183.tif
186,tiff_images_copy0184.tif,23749,178.199,38.857,155,95,288,95,65535,tiff_images_copy0184.tif
187,tiff_images_copy0185.tif,23392,477.099,107.735,564,248,727,248,65535,tiff_images_copy0185.tif
188,tiff_images_copy0186.tif,26444,204.584,45.372,224,108,493,108,65535,tiff_images_copy0186.tif
189,tiff_images_copy0187.tif,24934,461.700,108.497,501,240,900,240,65535,tiff_images_copy0187.tif
190,tiff_images_copy0188.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0188.tif
191,tiff_images_copy0189.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0189.tif
192,tiff_images_copy0190.tif,26444,204.584,45.372,224,108,493,108,65535,tiff_images_copy0190.tif
193,tiff_images_copy0191.tif,24934,461.700,108.497,501,240,900,240,65535,tiff_images_copy0191.tif
194,tiff_images_copy0192.tif,37576,182.861,42.220,209,98,316,98,65535,tiff_images_copy0192.tif
195,tiff_images_copy0193.tif,37088,463.157,107.037,544,242,781,242,65535,tiff_images_copy0193.tif
196,tiff_images_copy0194.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0194.tif
197,tiff_images_copy0195.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0195.tif
198,tiff_images_copy0196.tif,37576,182.861,42.220,209,98,316,98,65535,tiff_images_copy0196.tif
199,tiff_images_copy0197.tif,37088,463.157,107.037,544,242,781,242,65535,tiff_images_copy0197.tif
200,tiff_images_copy0198.tif,34814,198.625,41.061,209,105,308,105,65535,tiff_images_copy0198.tif
201,tiff_images_copy0199.tif,34429,459.693,95.634,495,239,710,239,65535,tiff_images_copy0199.tif
202,tiff_images_copy0200.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0200.tif
203,tiff_images_copy0201.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0201.tif
204,tiff_images_copy0202.tif,34814,198.625,41.061,209,105,308,105,65535,tiff_images_copy0202.tif
205,tiff_images_copy0203.tif,34429,459.693,95.634,495,239,710,239,65535,tiff_images_copy0203.tif
206,tiff_images_copy0204.tif,38559,194.839,36.415,217,104,284,104,65535,tiff_images_copy0204.tif
207,tiff_images_copy0205.tif,38315,486.829,92.762,492,255,698,255,65535,tiff_images_copy0205.tif
208,tiff_images_copy0206.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0206.tif
209,tiff_images_copy0207.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0207.tif
210,tiff_images_copy0208.tif,38559,194.839,36.415,217,104,284,104,65535,tiff_images_copy0208.tif
211,tiff_images_copy0209.tif,38315,486.829,92.762,492,255,698,255,65535,tiff_images_copy0209.tif
212,tiff_images_copy0210.tif,37043,187.001,41.738,202,100,294,100,65535,tiff_images_copy0210.tif
213,tiff_images_copy0211.tif,35165,462.931,93.991,509,243,680,243,65535,tiff_images_copy0211.tif
214,tiff_images_copy0212.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0212.tif
215,tiff_images_copy0213.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0213.tif
216,tiff_images_copy0214.tif,37043,187.001,41.738,202,100,294,100,65535,tiff_images_copy0214.tif
217,tiff_images_copy0215.tif,35165,462.931,93.991,509,243,680,243,65535,tiff_images_copy0215.tif
218,tiff_images_copy0216.tif,29976,181.848,40.904,197,96,291,96,65535,tiff_images_copy0216.tif
219,tiff_images_copy0217.tif,29651,492.664,114.035,571,256,759,256,65535,tiff_images_copy0217.tif
220,tiff_images_copy0218.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0218.tif
221,tiff_images_copy0219.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0219.tif
222,tiff_images_copy0220.tif,29976,181.848,40.904,197,96,291,96,65535,tiff_images_copy0220.tif
223,tiff_images_copy0221.tif,29651,492.664,114.035,571,256,759,256,65535,tiff_images_copy0221.tif
224,tiff_images_copy0222.tif,30877,209.509,46.862,237,111,318,111,65535,tiff_images_copy0222.tif
225,tiff_images_copy0223.tif,30085,494.932,108.183,580,257,754,257,65535,tiff_images_copy0223.tif
226,tiff_images_copy0224.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0224.tif
227,tiff_images_copy0225.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0225.tif
228,tiff_images_copy0226.tif,30877,209.509,46.862,237,111,318,111,65535,tiff_images_copy0226.tif
229,tiff_images_copy0227.tif,30085,494.932,108.183,580,257,754,257,65535,tiff_images_copy0227.tif
230,tiff_images_copy0228.tif,23852,184.219,50.728,189,98,369,98,65535,tiff_images_copy0228.tif
231,tiff_images_copy0229.tif,22494,475.726,124.257,495,248,791,248,65535,tiff_images_copy0229.tif
232,tiff_images_copy0230.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0230.tif
233,tiff_images_copy0231.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0231.tif
234,tiff_images_copy0232.tif,23852,184.219,50.728,189,98,369,98,65535,tiff_images_copy0232.tif
235,tiff_images_copy0233.tif,22494,475.726,124.257,495,248,791,248,65535,tiff_images_copy0233.tif
236,tiff_images_copy0234.tif,25422,206.749,48.864,217,111,392,111,65535,tiff_images_copy0234.tif
237,tiff_images_copy0235.tif,24492,509.564,107.554,589,266,789,266,65535,tiff_images_copy0235.tif
238,tiff_images_copy0236.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0236.tif
239,tiff_images_copy0237.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0237.tif
240,tiff_images_copy0238.tif,25422,206.749,48.864,217,111,392,111,65535,tiff_images_copy0238.tif
241,tiff_images_copy0239.tif,24492,509.564,107.554,589,266,789,266,65535,tiff_images_copy0239.tif
242,tiff_images_copy0240.tif,78583,238.013,49.061,230,129,400,129,65535,tiff_images_copy0240.tif
243,tiff_images_copy0241.tif,78696,551.325,103.734,576,291,843,291,65535,tiff_images_copy0241.tif
244,tiff_images_copy0242.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0242.tif
245,tiff_images_copy0243.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0243.tif
246,tiff_images_copy0244.tif,78583,238.013,49.061,230,129,400,129,65535,tiff_images_copy0244.tif
247,tiff_images_copy0245.tif,78696,551.325,103.734,576,291,843,291,65535,tiff_images_copy0245.tif
248,tiff_images_copy0246.tif,69309,221.132,46.683,240,120,383,120,65535,tiff_images_copy0246.tif
249,tiff_images_copy0247.tif,68256,508.031,108.646,583,269,827,269,65535,tiff_images_copy0247.tif
250,tiff_images_copy0248.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0248.tif
251,tiff_images_copy0249.tif,281645,0.000,0.000,0,0,0,0,0,tiff_images_copy0249.tif
252,tiff_images_copy0250.tif,69309,221.132,46.683,240,120,383,120,65535,tiff_images_copy0250.tif
