SampleID,Run,Interval,Light_Value,N_points,O2_start,O2_end,DeltaT_min,DeltaT_max,O2_min,O2_max,Slope,Avg_Blank_Slope,Blank_Corrected_Slope
MC-211-A1,1,1,0,301,255.512,249.532,70.498,85.497,249.436,256.052,-0.573648004751277,-0.08532853471328651,-0.4883194700379905
MC-211-A1,1,2,155,231,197.055,200.275,0,11.497,196.895,200.465,0.33921818370319085,-0.10425252965221793,0.4434707133554088
MC-211-A1,1,3,269,201,200.676,206.349,12.497,22.497,200.654,206.466,0.5898131942550155,-0.09321195766880788,0.6830251519238234
MC-211-A1,1,4,472,221,207.246,216.448,23.497,34.497,207.167,216.662,0.8890097906292376,-0.09917094573951775,0.9881807363687554
MC-211-A1,1,5,824,221,217.601,228.937,35.498,46.497,217.495,228.937,1.0475326036538595,-0.10201069939719426,1.1495433030510538
MC-211-A1,1,6,1017,201,230.136,240.996,47.497,57.498,230.023,240.996,1.1138479243518968,-0.1035655688819086,1.2174134932338054
MC-211-A1,1,7,1313,221,242.181,254.387,58.497,69.498,242.132,254.387,1.1278312591696713,-0.10949362442610198,1.2373248835957733
PC-247-A3,2,1,0,300,258.594,249.884,179.514,194.464,249.884,261.043,-0.9471084695899143,-0.08532853471328651,-0.8617799348766279
PC-247-A3,2,2,155,200,195.421,195.905,113.514,123.464,195.116,196.029,0.06297130108508209,-0.10425252965221793,0.16722383073730002
PC-247-A3,2,3,269,200,195.902,200.434,124.514,134.464,195.844,200.562,0.5261054484733542,-0.09321195766880788,0.619317406142162
PC-247-A3,2,4,472,200,201.066,210.076,135.514,145.464,201.066,210.076,0.9613106965274164,-0.09917094573951775,1.060481642266934
PC-247-A3,2,5,824,200,211.033,223.274,146.514,156.464,211.033,223.274,1.2881914952945277,-0.10201069939719426,1.390202194691722
PC-247-A3,2,6,1017,200,224.599,239.393,157.514,167.464,224.599,239.393,1.4758433654727303,-0.1035655688819086,1.579408934354639
PC-247-A3,2,7,1313,200,240.784,257.183,168.514,178.464,240.784,257.183,1.6712849990884169,-0.10949362442610198,1.7807786235145189
PC-27-A3,3,1,0,300,240.767,233.466,283.514,298.464,233.347,240.985,-0.5909790814921972,-0.08532853471328651,-0.5056505467789107
PC-27-A3,3,2,155,210,200.483,196.212,216.008,226.464,195.752,200.483,0.035506708407870485,-0.10425252965221793,0.13975923806008841
PC-27-A3,3,3,269,200,196.351,199.405,227.514,237.464,196.126,199.423,0.3408015583686018,-0.09321195766880788,0.4340135160374097
PC-27-A3,3,4,472,200,199.726,205.827,238.514,248.464,199.724,205.827,0.638206114162877,-0.09917094573951775,0.7373770599023948
PC-27-A3,3,5,824,200,206.564,214.741,249.514,259.464,206.347,214.82,0.8616655868314078,-0.10201069939719426,0.9636762862286021
PC-27-A3,3,6,1017,200,215.703,226.013,260.514,270.464,215.703,226.013,1.02032307342406,-0.1035655688819086,1.1238886423059686
PC-27-A3,3,7,1313,200,227.073,238.264,271.514,281.464,226.913,238.304,1.143230733839429,-0.10949362442610198,1.252724358265531
PC-242-A3,4,1,0,300,297.511,282.111,383.53,398.48,281.966,299.055,-1.3777677912916975,-0.08532853471328651,-1.2924392565784109
PC-242-A3,4,2,155,200,200.01,198.259,315.531,325.48,197.341,200.027,0.08810455004148372,-0.10425252965221793,0.19235707969370164
PC-242-A3,4,3,269,200,198.294,205.806,326.531,336.48,198.294,205.806,0.823039165414513,-0.09321195766880788,0.9162511230833209
PC-242-A3,4,4,472,220,206.699,222.359,337.53,348.481,206.686,222.359,1.508597391588979,-0.09917094573951775,1.6077683373284968
PC-242-A3,4,5,824,200,223.992,242.742,349.531,359.481,223.992,242.814,1.9083044671873808,-0.10201069939719426,2.010315166584575
PC-242-A3,4,6,1017,200,244.717,266.429,360.53,370.48,244.717,266.429,2.1944303703049033,-0.1035655688819086,2.297995939186812
PC-242-A3,4,7,1313,200,268.628,292.437,371.531,381.48,268.628,292.545,2.418445754940129,-0.10949362442610198,2.527939379366231
PC-242-H3,5,1,0,300,208.849,204.472,498.514,513.464,204.38,209.539,-0.41887881079128875,-0.08532853471328651,-0.33355027607800225
PC-242-H3,5,2,155,200,195.991,196.427,432.514,442.464,195.522,196.47,0.06590657676934973,-0.10425252965221793,0.17015910642156767
PC-242-H3,5,3,269,200,196.439,198.058,443.514,453.464,196.277,198.19,0.17544378221149498,-0.09321195766880788,0.2686557398803029
PC-242-H3,5,4,472,200,198.28,200.639,454.514,464.464,198.12,200.703,0.23803257588267301,-0.09917094573951775,0.33720352162219075
PC-242-H3,5,5,824,200,200.944,203.495,465.514,475.464,200.871,203.637,0.2666462308820259,-0.10201069939719426,0.36865693027922014
PC-242-H3,5,6,1017,200,203.643,206.236,476.514,486.464,203.621,206.466,0.2547291484931896,-0.1035655688819086,0.3582947173750982
PC-242-H3,5,7,1313,200,206.391,208.752,487.514,497.464,206.391,208.759,0.20118411880350678,-0.10949362442610198,0.3106777432296088
MC-204-H1,6,1,0,360,212.959,205.798,596.53,614.481,205.642,213.282,-0.5012508307167942,-0.08532853471328651,-0.4159222960035077
MC-204-H1,6,2,155,193,188.163,186.907,530.878,540.48,186.41,188.163,-0.02341893779830202,-0.10425252965221793,0.0808335918539159
MC-204-H1,6,3,269,200,186.968,189.825,541.53,551.481,186.791,189.909,0.3053422289279242,-0.09321195766880788,0.39855418659673203
MC-204-H1,6,4,472,200,190.012,194.947,552.53,562.481,190.012,195.117,0.5093661810024467,-0.09917094573951775,0.6085371267419645
MC-204-H1,6,5,824,200,195.486,201.015,563.53,573.481,195.422,201.015,0.5510552867446308,-0.10201069939719426,0.6530659861418251
MC-204-H1,6,6,1017,200,201.444,206.883,574.531,584.48,201.444,206.883,0.5202597793864593,-0.1035655688819086,0.6238253482683679
MC-204-H1,6,7,1313,200,207.295,212.098,585.531,595.481,207.213,212.134,0.4887015360831562,-0.10949362442610198,0.5981951605092581
MC-206-H2,7,1,0,300,212.747,207.792,699.531,714.481,207.715,213.843,-0.5629364015433677,-0.08532853471328651,-0.47760786683008116
MC-206-H2,7,2,155,200,185.498,183.173,632.522,642.481,183.102,185.498,-0.03752037057569215,-0.10425252965221793,0.06673215907652577
MC-206-H2,7,3,269,200,183.397,185.767,643.53,653.481,183.216,186.048,0.30382749315679175,-0.09321195766880788,0.39703945082559966
MC-206-H2,7,4,472,220,186.339,191.722,654.531,665.481,186.225,191.762,0.5432020389509672,-0.09917094573951775,0.642372984690485
MC-206-H2,7,5,824,200,192.338,198.583,666.531,676.48,192.222,198.583,0.6263744488954293,-0.10201069939719426,0.7283851482926236
MC-206-H2,7,6,1017,200,198.911,205.473,677.531,687.481,198.911,205.497,0.6435732096755412,-0.1035655688819086,0.7471387785574498
MC-206-H2,7,7,1313,200,206.071,212.216,688.53,698.48,206.067,212.216,0.6169203173527872,-0.10949362442610198,0.7264139417788892
MC-214-H3,8,1,0,300,183.994,178.707,799.531,814.48,178.673,184.1,-0.3773520295610321,-0.08532853471328651,-0.2920234948477456
MC-214-H3,8,2,155,214,180.494,176.538,731.834,742.48,176.351,180.494,-0.16563487036878308,-0.10425252965221793,-0.06138234071656515
MC-214-H3,8,3,269,200,176.356,176.12,743.53,753.48,175.718,176.416,-0.0018721478864202575,-0.09321195766880788,0.09133980978238762
MC-214-H3,8,4,472,200,176.215,177.19,754.53,764.48,175.89,177.419,0.15232607702391274,-0.09917094573951775,0.2514970227634305
MC-214-H3,8,5,824,200,177.418,179.095,765.531,775.48,177.291,179.306,0.20019949042571292,-0.10201069939719426,0.30221018982290715
MC-214-H3,8,6,1017,200,179.386,181.335,776.531,786.481,179.354,181.38,0.19423115128198865,-0.1035655688819086,0.29779672016389724
MC-214-H3,8,7,1313,200,181.46,183.426,787.531,797.48,181.457,183.431,0.18712794737099825,-0.10949362442610198,0.29662157179710025
PC-235-A2,1,1,0,300,256.183,246.551,70.15,85.1,246.551,257.189,-0.9025534474488035,-0.08532853471328651,-0.817224912735517
PC-235-A2,1,2,155,223,192.154,192.417,0,11.1,191.548,192.596,0.07522771040816043,-0.10425252965221793,0.17948024006037835
PC-235-A2,1,3,269,200,192.72,196.884,12.15,22.1,192.449,196.932,0.5041251326797029,-0.09321195766880788,0.5973370903485108
PC-235-A2,1,4,472,220,197.581,207.156,23.15,34.101,197.417,207.156,0.9302522055589194,-0.09917094573951775,1.029423151298437
PC-235-A2,1,5,824,220,208.147,220.459,35.15,46.1,208.085,220.723,1.1900046266769262,-0.10201069939719426,1.2920153260741205
PC-235-A2,1,6,1017,200,221.578,234.848,47.15,57.1,221.566,235.03,1.3769652105304044,-0.1035655688819086,1.480530779412313
PC-235-A2,1,7,1313,220,236.527,254.072,58.15,69.1,236.308,254.076,1.6302760859993175,-0.10949362442610198,1.7397697104254195
PC-41-A3,2,1,0,300,313.997,302.518,179.15,194.1,301.937,318.649,-1.4549695468580048,-0.08532853471328651,-1.3696410121447182
PC-41-A3,2,2,155,194,197.873,198.699,113.452,123.1,197.362,198.786,0.13014394020844033,-0.10425252965221793,0.23439646986065826
PC-41-A3,2,3,269,200,198.876,206.869,124.151,134.101,198.876,206.869,0.9235063304701168,-0.09321195766880788,1.0167182881389247
PC-41-A3,2,4,472,200,208.08,223.99,135.151,145.1,208.08,224.02,1.7649657465200024,-0.09917094573951775,1.8641366922595202
PC-41-A3,2,5,824,200,225.988,248.203,146.151,156.101,225.988,248.203,2.2851254459573207,-0.10201069939719426,2.387136145354515
PC-41-A3,2,6,1017,200,250.943,277.142,157.15,167.1,250.858,277.142,2.679943740887613,-0.1035655688819086,2.7835093097695216
PC-41-A3,2,7,1313,200,280.084,310.651,168.151,178.1,280.084,310.651,3.120766124459236,-0.10949362442610198,3.230259748885338
PC-42-A1,3,1,0,301,250.408,245.541,283.134,298.133,245.541,250.866,-0.42879440261332263,-0.08532853471328651,-0.34346586790003614
PC-42-A1,3,2,155,203,211.422,211.895,216.031,226.134,210.896,212.071,0.10861115660332145,-0.10425252965221793,0.21286368625553936
PC-42-A1,3,3,269,201,212.056,215.527,227.134,237.133,212.04,215.66,0.3719228225815635,-0.09321195766880788,0.46513478025037136
PC-42-A1,3,4,472,201,215.993,221.959,238.134,248.134,215.879,221.959,0.6253225429285534,-0.09917094573951775,0.7244934886680712
PC-42-A1,3,5,824,201,222.305,229.845,249.134,259.133,222.305,229.857,0.762526223524927,-0.10201069939719426,0.8645369229221214
PC-42-A1,3,6,1017,201,230.531,238.852,260.133,270.134,230.531,238.852,0.8330681615477963,-0.1035655688819086,0.9366337304297049
PC-42-A1,3,7,1313,201,239.546,248.406,271.134,281.134,239.546,248.459,0.8736990637838893,-0.10949362442610198,0.9831926882099913
blank,4,1,0,301,197.711,196.431,383.133,398.134,196.229,197.942,-0.09334249955062406,-0.08532853471328651,-0.008013964837337545
blank,4,2,155,196,203.544,202.626,315.38,325.134,202.417,203.608,-0.06232056886014026,-0.10425252965221793,0.04193196079207767
blank,4,3,269,201,202.286,201.773,326.133,336.134,201.713,202.624,-0.05826427979931356,-0.09321195766880788,0.03494767786949432
blank,4,4,472,221,201.778,201.061,337.133,348.133,200.745,201.906,-0.07083567740843019,-0.09917094573951775,0.028335268331087557
blank,4,5,824,201,200.803,200.087,349.134,359.133,199.886,200.92,-0.07874652095324856,-0.10201069939719426,0.023264178443945696
blank,4,6,1017,201,199.845,198.907,360.133,370.134,198.785,200.073,-0.0965753956598729,-0.1035655688819086,0.006990173222035698
blank,4,7,1313,201,198.981,197.877,371.134,381.134,197.752,198.981,-0.09799810602953637,-0.10949362442610198,0.01149551839656561
PC-244-H2,5,1,0,300,194.494,190.155,498.15,513.1,189.969,195.058,-0.3941069646047256,-0.08532853471328651,-0.3087784298914391
PC-244-H2,5,2,155,195,196.649,194.888,432.401,442.1,194.82,196.675,-0.1435617677966564,-0.10425252965221793,-0.03930923814443846
PC-244-H2,5,3,269,200,194.665,193.541,443.15,453.1,193.516,194.75,-0.0933732203500138,-0.09321195766880788,-1.6126268120592036e-4
PC-244-H2,5,4,472,200,193.623,193.193,454.15,464.1,193.033,193.644,-0.02498939443626157,-0.09917094573951775,0.07418155130325618
PC-244-H2,5,5,824,200,193.218,193.303,465.15,475.1,192.985,193.444,0.012065907183254091,-0.10201069939719426,0.11407660658044835
PC-244-H2,5,6,1017,200,193.52,193.883,476.15,486.1,193.119,193.916,0.04431394386700721,-0.1035655688819086,0.1478795127489158
PC-244-H2,5,7,1313,200,193.856,194.498,487.15,497.101,193.66,194.557,0.058093806783175495,-0.10949362442610198,0.1675874312092775
MC-12-H1,6,1,0,360,234.429,224.795,596.15,614.1,224.795,236.236,-0.7675217749882901,-0.08532853471328651,-0.6821932402750036
MC-12-H1,6,2,155,186,191.158,189.122,530.854,540.1,188.866,191.158,-0.03975068635849277,-0.10425252965221793,0.06450184329372516
MC-12-H1,6,3,269,200,188.983,192.189,541.15,551.1,188.892,192.333,0.38122216898095074,-0.09321195766880788,0.4744341266497586
MC-12-H1,6,4,472,200,192.599,199.668,552.151,562.1,192.55,199.887,0.7796099548394871,-0.09917094573951775,0.8787809005790049
MC-12-H1,6,5,824,200,200.662,209.926,563.151,573.1,200.57,210.004,0.952766855673545,-0.10201069939719426,1.0547775550707392
MC-12-H1,6,6,1017,200,210.947,220.695,574.15,584.1,210.947,220.809,0.9904965760284042,-0.1035655688819086,1.0940621449103127
MC-12-H1,6,7,1313,200,221.912,232.738,585.15,595.1,221.655,232.944,1.184143083784588,-0.10949362442610198,1.29363670821069
PC-239-H3,7,1,0,300,197.342,190.717,699.15,714.1,190.717,197.862,-0.5904426954809966,-0.08532853471328651,-0.5051141607677101
PC-239-H3,7,2,155,193,191.294,186.848,632.503,642.1,186.604,191.294,-0.3120430185546613,-0.10425252965221793,-0.2077904889024434
PC-239-H3,7,3,269,200,186.57,186.118,643.15,653.1,185.618,186.632,-0.02659444091589042,-0.09321195766880788,0.06661751675291747
PC-239-H3,7,4,472,220,186.126,187.803,654.15,665.101,185.707,188.037,0.20069253109594773,-0.09917094573951775,0.2998634768354655
PC-239-H3,7,5,824,200,188.198,190.924,666.15,676.101,187.895,190.924,0.28540353618333697,-0.10201069939719426,0.38741423558053123
PC-239-H3,7,6,1017,200,191.046,194,677.151,687.1,190.928,194.18,0.3021103493480281,-0.1035655688819086,0.4056759182299367
PC-239-H3,7,7,1313,200,194.297,196.965,688.151,698.1,194.154,197.123,0.2828176330752813,-0.10949362442610198,0.3923112575013833
PC-26-H2,8,1,0,301,211.44,200.568,799.134,814.134,200.568,212.133,-0.9325254521808858,-0.08532853471328651,-0.8471969174675993
PC-26-H2,8,2,155,206,182.164,177.903,731.883,742.134,177.847,182.164,-0.31639849126896763,-0.10425252965221793,-0.2121459616167497
PC-26-H2,8,3,269,201,177.839,178.812,743.133,753.134,177.274,178.945,0.20863155519227208,-0.09321195766880788,0.30184351286107997
PC-26-H2,8,4,472,201,178.953,184.538,754.134,764.134,178.914,184.556,0.623221511617965,-0.09917094573951775,0.7223924573574828
PC-26-H2,8,5,824,201,185.084,192.082,765.133,775.133,185.084,192.56,0.7567348983904941,-0.10201069939719426,0.8587455977876883
PC-26-H2,8,6,1017,201,192.983,201.199,776.133,786.134,192.724,201.199,0.8067220501660205,-0.1035655688819086,0.9102876190479291
PC-26-H2,8,7,1313,201,201.829,209.809,787.134,797.134,201.829,209.842,0.773815994345906,-0.10949362442610198,0.883309618772008
PC-28-A1,1,1,0,300,234.633,228.954,70.499,85.448,228.776,235.307,-0.5111251023025023,-0.08532853471328651,-0.4257965675892158
PC-28-A1,1,2,155,230,191.368,193.748,0,11.449,191.17,193.748,0.20201537736102984,-0.10425252965221793,0.3062679070132478
PC-28-A1,1,3,269,200,193.774,197.396,12.499,22.449,193.57,197.775,0.3781984721325228,-0.09321195766880788,0.47141042980133063
PC-28-A1,1,4,472,220,198.105,204.532,23.499,34.448,197.986,204.873,0.6128915730154474,-0.09917094573951775,0.7120625187549652
PC-28-A1,1,5,824,220,205.349,213.146,35.499,46.449,205.349,213.574,0.7430283286795972,-0.10201069939719426,0.8450390280767914
PC-28-A1,1,6,1017,200,214.01,222.576,47.499,57.449,214.01,222.576,0.8376990258473621,-0.1035655688819086,0.9412645947292707
PC-28-A1,1,7,1313,220,223.401,232.999,58.498,69.449,223.24,233.565,0.9381726226562661,-0.10949362442610198,1.047666247082368
MC-221-A1,2,1,0,301,262.134,256.757,179.465,194.466,256.757,265.459,-0.7325318473982555,-0.08532853471328651,-0.647203312684969
MC-221-A1,2,2,155,200,189.738,192.241,113.515,123.465,189.41,192.241,0.2528234667722458,-0.10425252965221793,0.35707599642446375
MC-221-A1,2,3,269,201,192.377,198.555,124.465,134.465,192.227,198.761,0.7360059431592864,-0.09321195766880788,0.8292179008280942
MC-221-A1,2,4,472,201,199.56,210.244,135.465,145.466,199.363,210.331,1.1803370198480445,-0.09917094573951775,1.2795079655875623
MC-221-A1,2,5,824,201,211.368,225.252,146.465,156.465,211.368,225.252,1.3998811681892591,-0.10201069939719426,1.5018918675864534
MC-221-A1,2,6,1017,201,226.715,242.321,157.465,167.466,226.685,242.321,1.5854674924513477,-0.1035655688819086,1.6890330613332563
MC-221-A1,2,7,1313,201,243.861,260.618,168.465,178.465,243.861,260.618,1.6915843881343082,-0.10949362442610198,1.8010780125604102
PC-240-A1,3,1,0,301,285.36,272.611,283.465,298.465,272.611,286.036,-0.9806077270128308,-0.08532853471328651,-0.8952791922995443
PC-240-A1,3,2,155,210,191.905,194.09,216.011,226.465,191.508,194.412,0.2900877428506017,-0.10425252965221793,0.3943402725028196
PC-240-A1,3,3,269,201,194.538,202.814,227.466,237.465,194.379,202.814,0.8916413154359951,-0.09321195766880788,0.984853273104803
PC-240-A1,3,4,472,201,203.6,217.176,238.466,248.465,203.6,217.337,1.4800882728243132,-0.09917094573951775,1.579259218563831
PC-240-A1,3,5,824,201,218.86,236.534,249.465,259.465,218.787,236.6,1.83586443332735,-0.10201069939719426,1.9378751327245443
PC-240-A1,3,6,1017,201,238.757,258.086,260.465,270.465,238.458,258.15,2.005864194541496,-0.1035655688819086,2.109429763423405
PC-240-A1,3,7,1313,201,260.375,281.514,271.465,281.466,260.11,281.514,2.096111608523566,-0.10949362442610198,2.205605232949668
PC-234-A1,4,1,0,300,264.867,256.383,383.482,398.432,256.163,265.98,-0.7232562244979818,-0.08532853471328651,-0.6379276897846953
PC-234-A1,4,2,155,200,202.408,202.994,315.481,325.432,201.677,203.231,0.15608664089008026,-0.10425252965221793,0.26033917054229816
PC-234-A1,4,3,269,200,203.081,207.655,326.482,336.432,203.012,207.716,0.4866320075232681,-0.09321195766880788,0.5798439651920759
PC-234-A1,4,4,472,220,208.253,217.468,337.482,348.432,208.161,217.561,0.8549639016396131,-0.09917094573951775,0.9541348473791309
PC-234-A1,4,5,824,200,218.364,230.142,349.482,359.432,218.364,230.287,1.1574585269919213,-0.10201069939719426,1.2594692263891156
PC-234-A1,4,6,1017,200,231.132,245.02,360.482,370.432,231.132,245.02,1.374433592969053,-0.1035655688819086,1.4779991618509616
PC-234-A1,4,7,1313,200,246.68,261.342,371.482,381.432,246.331,261.342,1.5083500654612239,-0.10949362442610198,1.6178436898873259
MC-19-H2,5,1,0,301,217.808,213.623,498.465,513.465,213.559,219.033,-0.4644133116704565,-0.08532853471328651,-0.37908477695717
MC-19-H2,5,2,155,201,194.713,194.648,432.465,442.465,193.876,194.713,0.058113288991600426,-0.10425252965221793,0.16236581864381835
MC-19-H2,5,3,269,201,194.449,196.631,443.465,453.465,194.443,196.919,0.252841031462482,-0.09321195766880788,0.3460529891312899
MC-19-H2,5,4,472,201,197.257,201.012,454.465,464.466,196.864,201.089,0.3965443578597494,-0.09917094573951775,0.49571530359926713
MC-19-H2,5,5,824,201,201.606,206.436,465.465,475.465,201.405,206.436,0.49403247457924004,-0.10201069939719426,0.5960431739764342
MC-19-H2,5,6,1017,201,206.846,211.874,476.465,486.466,206.724,211.934,0.5199029545127225,-0.1035655688819086,0.6234685233946311
MC-19-H2,5,7,1313,201,212.408,217.216,487.465,497.465,212.222,217.329,0.49825048119745685,-0.10949362442610198,0.6077441056235589
PC-236-H3,6,1,0,360,183.829,171.033,596.482,614.432,171.014,184.225,-0.7822259556581043,-0.08532853471328651,-0.6968974209448178
PC-236-H3,6,2,155,192,186.942,182.567,530.886,540.432,182.567,186.942,-0.308925843717818,-0.10425252965221793,-0.20467331406560008
PC-236-H3,6,3,269,200,182.26,180.935,541.482,551.432,180.786,182.43,-0.11651581452728355,-0.09321195766880788,-0.023303856858475663
PC-236-H3,6,4,472,200,180.816,181.141,552.482,562.432,180.315,181.22,0.029298493982221955,-0.09917094573951775,0.12846943972173971
PC-236-H3,6,5,824,200,180.872,181.978,563.482,573.432,180.701,182.092,0.09926494046732025,-0.10201069939719426,0.20127563986451452
PC-236-H3,6,6,1017,200,182.123,182.98,574.482,584.432,181.718,183.091,0.10248435967641535,-0.1035655688819086,0.20604992855832394
PC-236-H3,6,7,1313,200,183.059,183.591,585.481,595.432,182.867,183.797,0.05726795127702703,-0.10949362442610198,0.16676157570312902
PC-27-H3,7,1,0,300,174.787,171.103,699.481,714.432,170.97,175.081,-0.26474919362079197,-0.08532853471328651,-0.17942065890750547
PC-27-H3,7,2,155,199,183.253,180.414,632.528,642.432,180.321,183.478,-0.22144215290838756,-0.10425252965221793,-0.11718962325616963
PC-27-H3,7,3,269,200,180.26,179.034,643.482,653.432,178.628,180.424,-0.14271506808607437,-0.09321195766880788,-0.04950311041726649
PC-27-H3,7,4,472,220,178.603,177.431,654.482,665.432,177.286,178.724,-0.10043956227899595,-0.09917094573951775,-0.0012686165394781984
PC-27-H3,7,5,824,200,177.396,176.466,666.482,676.432,176.348,177.396,-0.07801503313506568,-0.10201069939719426,0.02399566626212858
PC-27-H3,7,6,1017,200,176.535,175.715,677.482,687.432,175.529,176.571,-0.07513897873338908,-0.1035655688819086,0.028426590148519518
PC-27-H3,7,7,1313,200,175.678,174.677,688.482,698.432,174.6,175.678,-0.07873061011080638,-0.10949362442610198,0.0307630143152956
PC-41-H3,8,1,0,300,159.255,154.456,799.499,814.449,154.398,159.299,-0.3299478829161475,-0.08532853471328651,-0.24461934820286102
PC-41-H3,8,2,155,213,178.383,172.173,731.843,742.448,172.058,178.383,-0.344049413225311,-0.10425252965221793,-0.2397968835730931
PC-41-H3,8,3,269,200,171.908,169.342,743.498,753.448,169.244,171.908,-0.25319001657720797,-0.09321195766880788,-0.15997805890840008
PC-41-H3,8,4,472,200,169.177,166.424,754.498,764.448,166.311,169.222,-0.29985234124100524,-0.09917094573951775,-0.2006813955014875
PC-41-H3,8,5,824,200,166.071,164.185,765.498,775.449,164.044,166.336,-0.2022491787299799,-0.10201069939719426,-0.10023847933278565
PC-41-H3,8,6,1017,200,163.997,161.763,776.499,786.448,161.741,164.181,-0.2194522090908832,-0.1035655688819086,-0.1158866402089746
PC-41-H3,8,7,1313,200,161.615,159.53,787.499,797.448,159.402,161.643,-0.2085821721918283,-0.10949362442610198,-0.09908854776572633
MC-202-A2,1,1,0,300,185.15,180.177,70.446,85.396,179.985,185.775,-0.5033354678590267,-0.08532853471328651,-0.4180069331457402
MC-202-A2,1,2,155,229,141.799,143.193,0,11.396,141.366,143.368,0.14298067416003138,-0.10425252965221793,0.2472332038122493
MC-202-A2,1,3,269,200,143.381,147.532,12.446,22.396,143.381,147.532,0.4009206300717835,-0.09321195766880788,0.49413258774059143
MC-202-A2,1,4,472,220,147.882,154.522,23.446,34.396,147.819,154.794,0.6698723657463617,-0.09917094573951775,0.7690433114858795
MC-202-A2,1,5,824,220,155.389,163.676,35.446,46.396,155.384,163.913,0.7890877998732102,-0.10201069939719426,0.8910984992704045
MC-202-A2,1,6,1017,200,164.85,173.152,47.446,57.396,164.789,173.203,0.8658794161584563,-0.1035655688819086,0.9694449850403649
MC-202-A2,1,7,1313,220,174.014,184.126,58.446,69.396,173.968,184.126,0.8908998056603421,-0.10949362442610198,1.000393430086444
MC-213-A2,2,1,0,300,202.028,194.756,179.463,194.413,194.58,203.791,-0.7556960150676671,-0.08532853471328651,-0.6703674803543807
MC-213-A2,2,2,155,200,145.983,147.391,113.459,123.413,145.745,147.399,0.16332877142201233,-0.10425252965221793,0.2675813010742303
MC-213-A2,2,3,269,200,147.531,152.497,124.463,134.413,147.315,152.497,0.5532288149431536,-0.09321195766880788,0.6464407726119614
MC-213-A2,2,4,472,200,153.117,161.212,135.463,145.413,153.117,161.46,0.8892952918640492,-0.09917094573951775,0.988466237603567
MC-213-A2,2,5,824,200,162.255,172.708,146.463,156.413,162.255,172.88,1.0766664519173719,-0.10201069939719426,1.1786771513145662
MC-213-A2,2,6,1017,200,174.284,186.073,157.463,167.413,173.934,186.073,1.2222859601611673,-0.1035655688819086,1.325851529043076
MC-213-A2,2,7,1313,200,187.325,200.443,168.463,178.413,187.077,200.443,1.3250013210290388,-0.10949362442610198,1.4344949454551408
blank,3,1,0,300,147.948,147.24,283.463,298.413,147.138,148.247,-0.05466309128082661,-0.08532853471328651,0.030665443432459902
blank,3,2,155,209,150.586,149.959,216.019,226.413,149.602,150.586,-0.03538365444463903,-0.10425252965221793,0.0688688752075789
blank,3,3,269,200,149.863,149.704,227.462,237.413,149.424,150.08,-0.024956061438875507,-0.09321195766880788,0.06825589622993238
blank,3,4,472,200,149.353,149.068,238.463,248.413,149.068,149.718,-0.026095477084730506,-0.09917094573951775,0.07307546865478724
